YEAR,COVER_CAT_CD,analysis_group,strat_cora,ntot,n,avp,se_p
2024,SID SIDE,MIR_GRP,CFK04,77,3,0.00333,0.03995
2024,SOL BOUR,MIR_GRP,CFK04,77,3,0,0
2024,SOL SPE.,MIR_GRP,CFK04,77,3,0,0
2024,SPO OTHE,MIR_GRP,CFK04,77,3,0.02667,0.11168
2024,STE INTE,MIR_GRP,CFK04,77,3,0,0
2024,TUR FREE,MIR_GRP,CFK04,77,3,0,0
2024,TUR SEDI,MIR_GRP,CFK04,77,3,0.56667,0.3435
2022,ACR CERV,MIR_GRP,CFK05,202,24,0,0
2022,ACR PALM,MIR_GRP,CFK05,202,24,0.00167,0.00798
2022,AGA AGAR,MIR_GRP,CFK05,202,24,0.00375,0.01196
2022,AGA HUMI,MIR_GRP,CFK05,202,24,0,0
2022,AGA LAMA,MIR_GRP,CFK05,202,24,0,0
2022,AGA SPE.,MIR_GRP,CFK05,202,24,0,0
2022,BAR SUB.,MIR_GRP,CFK05,202,24,0.01375,0.02279
2022,CLI SPE.,MIR_GRP,CFK05,202,24,0.00208,0.00892
2022,COL NATA,MIR_GRP,CFK05,202,24,0,0
2022,CYA SPE.,MIR_GRP,CFK05,202,24,0.00375,0.01196
2022,DIC SPE.,MIR_GRP,CFK05,202,24,0.03375,0.03535
2022,DIC STOK,MIR_GRP,CFK05,202,24,4.2e-4,0.00399
2022,DIP LABY,MIR_GRP,CFK05,202,24,0,0
2022,DIP SPE.,MIR_GRP,CFK05,202,24,0,0
2022,EUS FAST,MIR_GRP,CFK05,202,24,0,0
2022,GOR ENCR,MIR_GRP,CFK05,202,24,0,0
2022,GOR GORG,MIR_GRP,CFK05,202,24,0.04083,0.03874
2022,HAL SPE.,MIR_GRP,CFK05,202,24,0.02583,0.03105
2022,HEL CUCU,MIR_GRP,CFK05,202,24,0,0
2022,ISO SINU,MIR_GRP,CFK05,202,24,0,0
2022,LOB SPE.,MIR_GRP,CFK05,202,24,0,0
2022,MAC CALC,MIR_GRP,CFK05,202,24,0,0
2022,MAC FLES,MIR_GRP,CFK05,202,24,0.00833,0.01779
2022,MAD DECA,MIR_GRP,CFK05,202,24,0,0
2022,MAG SPE.,MIR_GRP,CFK05,202,24,0,0
2022,MAN AREO,MIR_GRP,CFK05,202,24,0,0
2022,MEA MEAN,MIR_GRP,CFK05,202,24,0,0
2022,MIL SPE.,MIR_GRP,CFK05,202,24,0.02292,0.02929
2022,MON CAVE,MIR_GRP,CFK05,202,24,0,0
2022,MYC ALIC,MIR_GRP,CFK05,202,24,0,0
2022,ORB ANCX,MIR_GRP,CFK05,202,24,0,0
2022,ORB ANNU,MIR_GRP,CFK05,202,24,0,0
2022,ORB FAVE,MIR_GRP,CFK05,202,24,0.0075,0.01689
2022,ORB FRAN,MIR_GRP,CFK05,202,24,0,0
2022,OTH CORA,MIR_GRP,CFK05,202,24,0,0
2022,OTH SPE.,MIR_GRP,CFK05,202,24,0,0
2022,PAL SPE.,MIR_GRP,CFK05,202,24,0.09125,0.05636
2022,PEY SPE.,MIR_GRP,CFK05,202,24,0.0025,0.00977
2022,POR ASTR,MIR_GRP,CFK05,202,24,0.04625,0.04111
2022,POR DIVA,MIR_GRP,CFK05,202,24,0,0
2022,POR PORI,MIR_GRP,CFK05,202,24,0.00208,0.00892
2022,POR SPE.,MIR_GRP,CFK05,202,24,0,0
2022,PSE CLIV,MIR_GRP,CFK05,202,24,0,0
2022,PSE STRI,MIR_GRP,CFK05,202,24,0,0
2022,RAM SPE.,MIR_GRP,CFK05,202,24,0.02125,0.02823
2022,RHO CRUS,MIR_GRP,CFK05,202,24,0.01708,0.02536
2022,SID RADI,MIR_GRP,CFK05,202,24,8.3e-4,0.00565
2022,SID SIDE,MIR_GRP,CFK05,202,24,0.0025,0.00977
2022,SOL BOUR,MIR_GRP,CFK05,202,24,0,0
2022,SOL SPE.,MIR_GRP,CFK05,202,24,0,0
2022,SPO OTHE,MIR_GRP,CFK05,202,24,0.00208,0.00892
2022,STE INTE,MIR_GRP,CFK05,202,24,0,0
2022,TUR FREE,MIR_GRP,CFK05,202,24,0.51292,0.09784
2022,TUR SEDI,MIR_GRP,CFK05,202,24,0.095,0.05739
2024,ACR CERV,MIR_GRP,CFK05,202,33,3e-4,0.00281
2024,ACR PALM,MIR_GRP,CFK05,202,33,0,0
2024,AGA AGAR,MIR_GRP,CFK05,202,33,3e-4,0.00281
2024,AGA HUMI,MIR_GRP,CFK05,202,33,0,0
2024,AGA LAMA,MIR_GRP,CFK05,202,33,0,0
2024,AGA SPE.,MIR_GRP,CFK05,202,33,0.00152,0.00629
2024,BAR SUB.,MIR_GRP,CFK05,202,33,0.07364,0.04223
2024,CLI SPE.,MIR_GRP,CFK05,202,33,0.00303,0.00889
2024,COL NATA,MIR_GRP,CFK05,202,33,0,0
2024,CYA SPE.,MIR_GRP,CFK05,202,33,0.00727,0.01374
2024,DIC SPE.,MIR_GRP,CFK05,202,33,0.03,0.02758
2024,DIC STOK,MIR_GRP,CFK05,202,33,0,0
2024,DIP LABY,MIR_GRP,CFK05,202,33,0,0
2024,DIP SPE.,MIR_GRP,CFK05,202,33,0,0
2024,EUS FAST,MIR_GRP,CFK05,202,33,3e-4,0.00281
2024,GOR ENCR,MIR_GRP,CFK05,202,33,3e-4,0.00281
2024,GOR GORG,MIR_GRP,CFK05,202,33,0.02909,0.02717
2024,HAL SPE.,MIR_GRP,CFK05,202,33,0.02,0.02264
2024,HEL CUCU,MIR_GRP,CFK05,202,33,0,0
2024,ISO SINU,MIR_GRP,CFK05,202,33,0,0
2024,LOB SPE.,MIR_GRP,CFK05,202,33,0,0
2024,MAC CALC,MIR_GRP,CFK05,202,33,0.00455,0.01088
2024,MAC FLES,MIR_GRP,CFK05,202,33,0.08182,0.04432
2024,MAD DECA,MIR_GRP,CFK05,202,33,0,0
2024,MAG SPE.,MIR_GRP,CFK05,202,33,0,0
2024,MAN AREO,MIR_GRP,CFK05,202,33,0,0
2024,MEA MEAN,MIR_GRP,CFK05,202,33,0,0
2024,MIL SPE.,MIR_GRP,CFK05,202,33,0.00515,0.01158
2024,MON CAVE,MIR_GRP,CFK05,202,33,0,0
2024,MYC ALIC,MIR_GRP,CFK05,202,33,0,0
2024,ORB ANCX,MIR_GRP,CFK05,202,33,0,0
2024,ORB ANNU,MIR_GRP,CFK05,202,33,3e-4,0.00281
2024,ORB FAVE,MIR_GRP,CFK05,202,33,6.1e-4,0.00398
2024,ORB FRAN,MIR_GRP,CFK05,202,33,0,0
2024,OTH CORA,MIR_GRP,CFK05,202,33,0,0
2024,OTH SPE.,MIR_GRP,CFK05,202,33,0.00121,0.00563
2024,PAL SPE.,MIR_GRP,CFK05,202,33,0.06273,0.03921
2024,PEY SPE.,MIR_GRP,CFK05,202,33,0.02091,0.02314
2024,POR ASTR,MIR_GRP,CFK05,202,33,0.01485,0.01956
2024,POR DIVA,MIR_GRP,CFK05,202,33,0,0
2024,POR PORI,MIR_GRP,CFK05,202,33,6.1e-4,0.00398
2024,POR SPE.,MIR_GRP,CFK05,202,33,0,0
2024,PSE CLIV,MIR_GRP,CFK05,202,33,0,0
2024,PSE STRI,MIR_GRP,CFK05,202,33,0,0
2024,RAM SPE.,MIR_GRP,CFK05,202,33,0.00212,0.0074400000000000004
2024,RHO CRUS,MIR_GRP,CFK05,202,33,0.05939,0.03822
2024,SID RADI,MIR_GRP,CFK05,202,33,6.1e-4,0.00398
2024,SID SIDE,MIR_GRP,CFK05,202,33,0.00545,0.01191
2024,SOL BOUR,MIR_GRP,CFK05,202,33,0,0
2024,SOL SPE.,MIR_GRP,CFK05,202,33,0,0
2024,SPO OTHE,MIR_GRP,CFK05,202,33,0.00879,0.01509
2024,STE INTE,MIR_GRP,CFK05,202,33,0,0
2024,TUR FREE,MIR_GRP,CFK05,202,33,0.20273,0.06501
2024,TUR SEDI,MIR_GRP,CFK05,202,33,0.36242,0.07773
2022,ACR CERV,MIR_GRP,CFK06,109,4,0,0
2022,ACR PALM,MIR_GRP,CFK06,109,4,0,0
2022,AGA AGAR,MIR_GRP,CFK06,109,4,0.005,0.03997
2022,AGA HUMI,MIR_GRP,CFK06,109,4,0,0
2022,AGA LAMA,MIR_GRP,CFK06,109,4,0,0
2022,AGA SPE.,MIR_GRP,CFK06,109,4,0,0
2022,BAR SUB.,MIR_GRP,CFK06,109,4,0.1075,0.17552
2022,CLI SPE.,MIR_GRP,CFK06,109,4,0,0
2022,COL NATA,MIR_GRP,CFK06,109,4,0,0
2022,CYA SPE.,MIR_GRP,CFK06,109,4,0,0
2022,DIC SPE.,MIR_GRP,CFK06,109,4,0.165,0.21033
2022,DIC STOK,MIR_GRP,CFK06,109,4,0,0
2022,DIP LABY,MIR_GRP,CFK06,109,4,0,0
2022,DIP SPE.,MIR_GRP,CFK06,109,4,0,0
2022,EUS FAST,MIR_GRP,CFK06,109,4,0.0025,0.0283
2022,GOR ENCR,MIR_GRP,CFK06,109,4,0,0
2022,GOR GORG,MIR_GRP,CFK06,109,4,0.02,0.07933
2022,HAL SPE.,MIR_GRP,CFK06,109,4,0.0075,0.04889
2022,HEL CUCU,MIR_GRP,CFK06,109,4,0,0
2022,ISO SINU,MIR_GRP,CFK06,109,4,0,0
2022,LOB SPE.,MIR_GRP,CFK06,109,4,0,0
2022,MAC CALC,MIR_GRP,CFK06,109,4,0,0
2022,MAC FLES,MIR_GRP,CFK06,109,4,0.0025,0.0283
2022,MAD DECA,MIR_GRP,CFK06,109,4,0,0
2022,MAG SPE.,MIR_GRP,CFK06,109,4,0,0
2022,MAN AREO,MIR_GRP,CFK06,109,4,0,0
2022,MEA MEAN,MIR_GRP,CFK06,109,4,0,0
2022,MIL SPE.,MIR_GRP,CFK06,109,4,0.0025,0.0283
2022,MON CAVE,MIR_GRP,CFK06,109,4,0.0025,0.0283
2022,MYC ALIC,MIR_GRP,CFK06,109,4,0,0
2022,ORB ANCX,MIR_GRP,CFK06,109,4,0,0
2022,ORB ANNU,MIR_GRP,CFK06,109,4,0,0
2022,ORB FAVE,MIR_GRP,CFK06,109,4,0,0
2022,ORB FRAN,MIR_GRP,CFK06,109,4,0,0
2022,OTH CORA,MIR_GRP,CFK06,109,4,0,0
2022,OTH SPE.,MIR_GRP,CFK06,109,4,0,0
2022,PAL SPE.,MIR_GRP,CFK06,109,4,0.01,0.05638
2022,PEY SPE.,MIR_GRP,CFK06,109,4,0,0
2022,POR ASTR,MIR_GRP,CFK06,109,4,0.0025,0.0283
2022,POR DIVA,MIR_GRP,CFK06,109,4,0,0
2022,POR PORI,MIR_GRP,CFK06,109,4,0.01,0.05638
2022,POR SPE.,MIR_GRP,CFK06,109,4,0,0
2022,PSE CLIV,MIR_GRP,CFK06,109,4,0,0
2022,PSE STRI,MIR_GRP,CFK06,109,4,0.0025,0.0283
2022,RAM SPE.,MIR_GRP,CFK06,109,4,0.0025,0.0283
2022,RHO CRUS,MIR_GRP,CFK06,109,4,0.0025,0.0283
2022,SID RADI,MIR_GRP,CFK06,109,4,0,0
2022,SID SIDE,MIR_GRP,CFK06,109,4,0.01,0.05638
2022,SOL BOUR,MIR_GRP,CFK06,109,4,0,0
2022,SOL SPE.,MIR_GRP,CFK06,109,4,0,0
2022,SPO OTHE,MIR_GRP,CFK06,109,4,0.01,0.05638
2022,STE INTE,MIR_GRP,CFK06,109,4,0.0025,0.0283
2022,TUR FREE,MIR_GRP,CFK06,109,4,0.4575,0.2823
2022,TUR SEDI,MIR_GRP,CFK06,109,4,0.175,0.21531
2024,ACR CERV,MIR_GRP,CFK06,109,9,0,0
2024,ACR PALM,MIR_GRP,CFK06,109,9,0,0
2024,AGA AGAR,MIR_GRP,CFK06,109,9,0,0
2024,AGA HUMI,MIR_GRP,CFK06,109,9,0,0
2024,AGA LAMA,MIR_GRP,CFK06,109,9,0,0
2024,AGA SPE.,MIR_GRP,CFK06,109,9,0,0
2024,BAR SUB.,MIR_GRP,CFK06,109,9,0.11,0.10596
2024,CLI SPE.,MIR_GRP,CFK06,109,9,0,0
2024,COL NATA,MIR_GRP,CFK06,109,9,0,0
2024,CYA SPE.,MIR_GRP,CFK06,109,9,0.00111,0.01128
2024,DIC SPE.,MIR_GRP,CFK06,109,9,0.08444,0.09416
2024,DIC STOK,MIR_GRP,CFK06,109,9,0,0
2024,DIP LABY,MIR_GRP,CFK06,109,9,0.00111,0.01128
2024,DIP SPE.,MIR_GRP,CFK06,109,9,0.00111,0.01128
2024,EUS FAST,MIR_GRP,CFK06,109,9,0,0
2024,GOR ENCR,MIR_GRP,CFK06,109,9,0,0
2024,GOR GORG,MIR_GRP,CFK06,109,9,0.01667,0.04335
2024,HAL SPE.,MIR_GRP,CFK06,109,9,0.00889,0.03179
2024,HEL CUCU,MIR_GRP,CFK06,109,9,0,0
2024,ISO SINU,MIR_GRP,CFK06,109,9,0,0
2024,LOB SPE.,MIR_GRP,CFK06,109,9,0,0
2024,MAC CALC,MIR_GRP,CFK06,109,9,0,0
2024,MAC FLES,MIR_GRP,CFK06,109,9,0.01333,0.03884
2024,MAD DECA,MIR_GRP,CFK06,109,9,0,0
2024,MAG SPE.,MIR_GRP,CFK06,109,9,0,0
2024,MAN AREO,MIR_GRP,CFK06,109,9,0,0
2024,MEA MEAN,MIR_GRP,CFK06,109,9,0,0
2024,MIL SPE.,MIR_GRP,CFK06,109,9,0.00444,0.02253
2024,MON CAVE,MIR_GRP,CFK06,109,9,0.00111,0.01128
2024,MYC ALIC,MIR_GRP,CFK06,109,9,0,0
2024,ORB ANCX,MIR_GRP,CFK06,109,9,0,0
2024,ORB ANNU,MIR_GRP,CFK06,109,9,0,0
2024,ORB FAVE,MIR_GRP,CFK06,109,9,0,0
2024,ORB FRAN,MIR_GRP,CFK06,109,9,0,0
2024,OTH CORA,MIR_GRP,CFK06,109,9,0,0
2024,OTH SPE.,MIR_GRP,CFK06,109,9,0,0
2024,PAL SPE.,MIR_GRP,CFK06,109,9,0.00778,0.02975
2024,PEY SPE.,MIR_GRP,CFK06,109,9,0.00111,0.01128
2024,POR ASTR,MIR_GRP,CFK06,109,9,0,0
2024,POR DIVA,MIR_GRP,CFK06,109,9,0,0
2024,POR PORI,MIR_GRP,CFK06,109,9,0,0
2024,POR SPE.,MIR_GRP,CFK06,109,9,0,0
2024,PSE CLIV,MIR_GRP,CFK06,109,9,0,0
2024,PSE STRI,MIR_GRP,CFK06,109,9,0,0
2024,RAM SPE.,MIR_GRP,CFK06,109,9,0,0
2024,RHO CRUS,MIR_GRP,CFK06,109,9,0.01333,0.03884
2024,SID RADI,MIR_GRP,CFK06,109,9,0,0
2024,SID SIDE,MIR_GRP,CFK06,109,9,0.00222,0.01595
2024,SOL BOUR,MIR_GRP,CFK06,109,9,0,0
2024,SOL SPE.,MIR_GRP,CFK06,109,9,0,0
2024,SPO OTHE,MIR_GRP,CFK06,109,9,0.01333,0.03884
2024,STE INTE,MIR_GRP,CFK06,109,9,0,0
2024,TUR FREE,MIR_GRP,CFK06,109,9,0.02667,0.05456
2024,TUR SEDI,MIR_GRP,CFK06,109,9,0.69333,0.15615
2022,ACR CERV,MIR_GRP,CFK07,339,32,0.0075,0.01475
2022,ACR PALM,MIR_GRP,CFK07,339,32,9.4e-4,0.00523
2022,AGA AGAR,MIR_GRP,CFK07,339,32,0.01562,0.0212
2022,AGA HUMI,MIR_GRP,CFK07,339,32,0,0
2022,AGA LAMA,MIR_GRP,CFK07,339,32,0,0
2022,AGA SPE.,MIR_GRP,CFK07,339,32,0,0
2022,BAR SUB.,MIR_GRP,CFK07,339,32,0.05125,0.03769
2022,CLI SPE.,MIR_GRP,CFK07,339,32,0.00125,0.00604
2022,COL NATA,MIR_GRP,CFK07,339,32,0,0
2022,CYA SPE.,MIR_GRP,CFK07,339,32,0,0
2022,DIC SPE.,MIR_GRP,CFK07,339,32,0.25719,0.07471
2022,DIC STOK,MIR_GRP,CFK07,339,32,6.2e-4,0.00427
2022,DIP LABY,MIR_GRP,CFK07,339,32,0.00125,0.00604
2022,DIP SPE.,MIR_GRP,CFK07,339,32,0,0
2022,EUS FAST,MIR_GRP,CFK07,339,32,0,0
2022,GOR ENCR,MIR_GRP,CFK07,339,32,0.00969,0.01674
2022,GOR GORG,MIR_GRP,CFK07,339,32,0.02688,0.02764
2022,HAL SPE.,MIR_GRP,CFK07,339,32,0.02563,0.02701
2022,HEL CUCU,MIR_GRP,CFK07,339,32,0,0
2022,ISO SINU,MIR_GRP,CFK07,339,32,0,0
2022,LOB SPE.,MIR_GRP,CFK07,339,32,3.1e-4,0.00302
2022,MAC CALC,MIR_GRP,CFK07,339,32,0,0
2022,MAC FLES,MIR_GRP,CFK07,339,32,0.00281,0.00905
2022,MAD DECA,MIR_GRP,CFK07,339,32,0,0
2022,MAG SPE.,MIR_GRP,CFK07,339,32,0,0
2022,MAN AREO,MIR_GRP,CFK07,339,32,0,0
2022,MEA MEAN,MIR_GRP,CFK07,339,32,0,0
2022,MIL SPE.,MIR_GRP,CFK07,339,32,0.01094,0.01778
2022,MON CAVE,MIR_GRP,CFK07,339,32,0.00125,0.00604
2022,MYC ALIC,MIR_GRP,CFK07,339,32,0,0
2022,ORB ANCX,MIR_GRP,CFK07,339,32,0,0
2022,ORB ANNU,MIR_GRP,CFK07,339,32,0,0
2022,ORB FAVE,MIR_GRP,CFK07,339,32,0.01219,0.01875
2022,ORB FRAN,MIR_GRP,CFK07,339,32,0,0
2022,OTH CORA,MIR_GRP,CFK07,339,32,0,0
2022,OTH SPE.,MIR_GRP,CFK07,339,32,0,0
2022,PAL SPE.,MIR_GRP,CFK07,339,32,0.03344,0.03073
2022,PEY SPE.,MIR_GRP,CFK07,339,32,0.00125,0.00604
2022,POR ASTR,MIR_GRP,CFK07,339,32,0.01188,0.01851
2022,POR DIVA,MIR_GRP,CFK07,339,32,0,0
2022,POR PORI,MIR_GRP,CFK07,339,32,0.00875,0.01592
2022,POR SPE.,MIR_GRP,CFK07,339,32,0,0
2022,PSE CLIV,MIR_GRP,CFK07,339,32,0,0
2022,PSE STRI,MIR_GRP,CFK07,339,32,0,0
2022,RAM SPE.,MIR_GRP,CFK07,339,32,0.00344,0.01
2022,RHO CRUS,MIR_GRP,CFK07,339,32,0.00781,0.01505
2022,SID RADI,MIR_GRP,CFK07,339,32,0.00156,0.00675
2022,SID SIDE,MIR_GRP,CFK07,339,32,0.00844,0.01563
2022,SOL BOUR,MIR_GRP,CFK07,339,32,0,0
2022,SOL SPE.,MIR_GRP,CFK07,339,32,0,0
2022,SPO OTHE,MIR_GRP,CFK07,339,32,0.02,0.02393
2022,STE INTE,MIR_GRP,CFK07,339,32,0.00312,0.00954
2022,TUR FREE,MIR_GRP,CFK07,339,32,0.3375,0.08082
2022,TUR SEDI,MIR_GRP,CFK07,339,32,0.1375,0.05886
2024,ACR CERV,MIR_GRP,CFK07,339,28,0,0
2024,ACR PALM,MIR_GRP,CFK07,339,28,0,0
2024,AGA AGAR,MIR_GRP,CFK07,339,28,7.1e-4,0.00492
2024,AGA HUMI,MIR_GRP,CFK07,339,28,0,0
2024,AGA LAMA,MIR_GRP,CFK07,339,28,0,0
2024,AGA SPE.,MIR_GRP,CFK07,339,28,0,0
2024,BAR SUB.,MIR_GRP,CFK07,339,28,0.13786,0.06355
2024,CLI SPE.,MIR_GRP,CFK07,339,28,3.6e-4,0.00348
2024,COL NATA,MIR_GRP,CFK07,339,28,0,0
2024,CYA SPE.,MIR_GRP,CFK07,339,28,0.00429,0.01204
2024,DIC SPE.,MIR_GRP,CFK07,339,28,0.15107,0.06601
2024,DIC STOK,MIR_GRP,CFK07,339,28,0,0
2024,DIP LABY,MIR_GRP,CFK07,339,28,3.6e-4,0.00348
2024,DIP SPE.,MIR_GRP,CFK07,339,28,0,0
2024,EUS FAST,MIR_GRP,CFK07,339,28,3.6e-4,0.00348
2024,GOR ENCR,MIR_GRP,CFK07,339,28,0.00536,0.01346
2024,GOR GORG,MIR_GRP,CFK07,339,28,0.02679,0.029760000000000002
2024,HAL SPE.,MIR_GRP,CFK07,339,28,0.01036,0.01866
2024,HEL CUCU,MIR_GRP,CFK07,339,28,0,0
2024,ISO SINU,MIR_GRP,CFK07,339,28,0,0
2024,LOB SPE.,MIR_GRP,CFK07,339,28,0,0
2024,MAC CALC,MIR_GRP,CFK07,339,28,0.00214,0.00852
2024,MAC FLES,MIR_GRP,CFK07,339,28,0.05036,0.04031
2024,MAD DECA,MIR_GRP,CFK07,339,28,0,0
2024,MAG SPE.,MIR_GRP,CFK07,339,28,0,0
2024,MAN AREO,MIR_GRP,CFK07,339,28,0,0
2024,MEA MEAN,MIR_GRP,CFK07,339,28,0,0
2024,MIL SPE.,MIR_GRP,CFK07,339,28,0.00571,0.01389
2024,MON CAVE,MIR_GRP,CFK07,339,28,0.00179,0.00778
2024,MYC ALIC,MIR_GRP,CFK07,339,28,0,0
2024,ORB ANCX,MIR_GRP,CFK07,339,28,0,0
2024,ORB ANNU,MIR_GRP,CFK07,339,28,0,0
2024,ORB FAVE,MIR_GRP,CFK07,339,28,7.1e-4,0.00492
2024,ORB FRAN,MIR_GRP,CFK07,339,28,0,0
2024,OTH CORA,MIR_GRP,CFK07,339,28,0,0
2024,OTH SPE.,MIR_GRP,CFK07,339,28,0.00143,0.00696
2024,PAL SPE.,MIR_GRP,CFK07,339,28,0.01714,0.02393
2024,PEY SPE.,MIR_GRP,CFK07,339,28,0.00643,0.01473
2024,POR ASTR,MIR_GRP,CFK07,339,28,0.00286,0.00984
2024,POR DIVA,MIR_GRP,CFK07,339,28,0,0
2024,POR PORI,MIR_GRP,CFK07,339,28,0.00214,0.00852
2024,POR SPE.,MIR_GRP,CFK07,339,28,0,0
2024,PSE CLIV,MIR_GRP,CFK07,339,28,0,0
2024,PSE STRI,MIR_GRP,CFK07,339,28,0,0
2024,RAM SPE.,MIR_GRP,CFK07,339,28,0,0
2024,RHO CRUS,MIR_GRP,CFK07,339,28,0.04429,0.03792
2024,SID RADI,MIR_GRP,CFK07,339,28,0.00179,0.00778
2024,SID SIDE,MIR_GRP,CFK07,339,28,0.0075,0.0159
2024,SOL BOUR,MIR_GRP,CFK07,339,28,0,0
2024,SOL SPE.,MIR_GRP,CFK07,339,28,0,0
2024,SPO OTHE,MIR_GRP,CFK07,339,28,0.02571,0.02918
2024,STE INTE,MIR_GRP,CFK07,339,28,0,0
2024,TUR FREE,MIR_GRP,CFK07,339,28,0.07679,0.04908
2024,TUR SEDI,MIR_GRP,CFK07,339,28,0.41571,0.09085
2022,ACR CERV,NCRMP_GRP,CFK01,4718,10,0,0
2022,ACR PALM,NCRMP_GRP,CFK01,4718,10,0,0
2022,AGA AGAR,NCRMP_GRP,CFK01,4718,10,0,0
2022,AGA HUMI,NCRMP_GRP,CFK01,4718,10,0,0
2022,AGA LAMA,NCRMP_GRP,CFK01,4718,10,0,0
2022,AGA SPE.,NCRMP_GRP,CFK01,4718,10,0,0
2022,BAR SUB.,NCRMP_GRP,CFK01,4718,10,0.293,0.15155
2022,CLI SPE.,NCRMP_GRP,CFK01,4718,10,0,0
2022,COL NATA,NCRMP_GRP,CFK01,4718,10,0,0
2022,CYA SPE.,NCRMP_GRP,CFK01,4718,10,0.009,0.03145
2022,DIC SPE.,NCRMP_GRP,CFK01,4718,10,0.013,0.03772
2022,DIC STOK,NCRMP_GRP,CFK01,4718,10,0,0
2022,DIP LABY,NCRMP_GRP,CFK01,4718,10,0,0
2022,DIP SPE.,NCRMP_GRP,CFK01,4718,10,0,0
2022,EUS FAST,NCRMP_GRP,CFK01,4718,10,0,0
2022,GOR ENCR,NCRMP_GRP,CFK01,4718,10,0.005,0.02349
2022,GOR GORG,NCRMP_GRP,CFK01,4718,10,0.019,0.04546
2022,HAL SPE.,NCRMP_GRP,CFK01,4718,10,0.029,0.05588
2022,HEL CUCU,NCRMP_GRP,CFK01,4718,10,0,0
2022,ISO SINU,NCRMP_GRP,CFK01,4718,10,0,0
2022,LOB SPE.,NCRMP_GRP,CFK01,4718,10,0,0
2022,MAC CALC,NCRMP_GRP,CFK01,4718,10,0.028,0.05493
2022,MAC FLES,NCRMP_GRP,CFK01,4718,10,0.207,0.13491
2022,MAD DECA,NCRMP_GRP,CFK01,4718,10,0,0
2022,MAG SPE.,NCRMP_GRP,CFK01,4718,10,0.064,0.0815
2022,MAN AREO,NCRMP_GRP,CFK01,4718,10,0,0
2022,MEA MEAN,NCRMP_GRP,CFK01,4718,10,0,0
2022,MIL SPE.,NCRMP_GRP,CFK01,4718,10,0,0
2022,MON CAVE,NCRMP_GRP,CFK01,4718,10,0,0
